,"Heure locale
access_time
30mn
METAR",,Température,Temps,Pluie,Vent,Humidité,Bio-météo,Pt. de rosée,Pression,Visibilité
155,2023-01-07 13:00:00,add_circle_outline,"12.7 °C
11.9 → 12.7",,0 mm/1h,"36 km/h

raf.63",83%,61 ,9.9 °C,1004.8hPa,29 km
156,2023-01-07 12:00:00,add_circle_outline,"11.8 °C
10.5 → 11.8",,0 mm/1h,"32 km/h

raf.60.5",88%,56 ,9.9 °C,1005.4hPa,21 km
157,2023-01-07 11:00:00,add_circle_outline,"10.5 °C
9.9 → 10.5",,0.2 mm/1h,"32 km/h

raf.60.8",93%,8 ,9.4 °C,1006.0hPa,18 km
158,2023-01-07 10:00:00,add_circle_outline,"9.9 °C
9.5 → 9.9",,0.2 mm/1h,"29 km/h

raf.49.3",94%,6.4,9 °C,1006.3hPa,5 km
159,2023-01-07 09:00:00,add_circle_outline,"9.5 °C
9.4 → 9.6",,0.4 mm/1h,"32 km/h

raf.51.8",94%,5.7,8.6 °C,1007.0hPa,9 km
160,2023-01-07 08:00:00,add_circle_outline,"9.6 °C
9.6 → 10.1",,0.2 mm/1h,"29 km/h

raf.45.4",92%,6,8.4 °C,1007.9hPa,11 km
161,2023-01-07 07:00:00,add_circle_outline,"10.1 °C
10.1 → 10.4",,0 mm/1h,"29 km/h

raf.46.8",89%,,8.4 °C,1008.5hPa,40 km
162,2023-01-07 06:00:00,add_circle_outline,"10.3 °C
10.3 → 10.6",,0 mm/1h,"32 km/h

raf.46.1",88%,,8.4 °C,1009.7hPa,40 km
163,2023-01-07 05:00:00,add_circle_outline,"10.6 °C
10.4 → 10.6",,0 mm/1h,"25 km/h

raf.46.1",88%,,8.7 °C,1010.9hPa,35 km
164,2023-01-07 04:00:00,add_circle_outline,"10.4 °C
10.4 → 10.6",,0 mm/1h,"25 km/h

raf.40.7",88%,,8.5 °C,1012.2hPa,45 km
165,2023-01-07 03:00:00,add_circle_outline,"10.6 °C
10.4 → 10.9",,0 mm/1h,"22 km/h

raf.38.2",86%,,8.4 °C,1013.1hPa,50 km
166,2023-01-07 02:00:00,add_circle_outline,"10.8 °C
10.8 → 11.2",,0 mm/1h,"22 km/h

raf.42.8",85%,,8.4 °C,1014.1hPa,55 km
167,2023-01-07 01:00:00,add_circle_outline,"11.0 °C
11 → 11.4",,0 mm/1h,"25 km/h

raf.43.2",83%,,8.2 °C,1015.1hPa,55 km
168,2023-01-08 00:00:00,add_circle_outline,"7.6 °C
7.2 → 7.6",,0 mm/1h,"18 km/h

raf.34.9",86%,4.5,5.4 °C,1001.3hPa,15 km
169,2023-01-08 23:00:00,add_circle_outline,"7.2 °C
6.6 → 7.2",,0 mm/1h,"18 km/h

raf.37.1",84%,4,4.7 °C,1000.8hPa,28 km
170,2023-01-08 22:00:00,add_circle_outline,"6.8 °C
6 → 6.8",,0 mm/1h,"18 km/h

raf.32.4",84%,3.5,4.3 °C,1000.8hPa,35 km
171,2023-01-08 21:00:00,add_circle_outline,"6.1 °C
6 → 6.4",,0 mm/1h,"11 km/h
raf.24.1",85%,3.8,3.8 °C,999.9hPa,40 km
172,2023-01-08 20:00:00,add_circle_outline,"6.3 °C
6 → 6.4",,0 mm/1h,"18 km/h
raf.26.6",89%,2.9,4.6 °C,999.5hPa,45 km
173,2023-01-08 19:00:00,add_circle_outline,"6.2 °C
5.8 → 6.9",,0 mm/1h,"11 km/h
raf.16.9",91%,3.9,4.8 °C,998.9hPa,55 km
174,2023-01-08 18:00:00,add_circle_outline,"6.9 °C
6.9 → 7.8",,0 mm/1h,"11 km/h
raf.28.8",87%,4.7,4.9 °C,998.3hPa,60 km
175,2023-01-08 17:00:00,add_circle_outline,"7.9 °C
7.9 → 8.5",,0.2 mm/1h,"18 km/h

raf.46.1",83%,"4.9

11 ",5.2 °C,997.4hPa,20 km
176,2023-01-08 16:00:00,add_circle_outline,"8.1 °C
6.5 → 11.5",,2.4 mm/1h,"18 km/h

raf.69.1",87%,"5.1

78 ",6.1 °C,997.8hPa,55 km
177,2023-01-08 15:00:00,add_circle_outline,"11.3 °C
10.9 → 11.8",,0 mm/1h,"25 km/h

raf.62.3",78%,158 ,7.6 °C,997.1hPa,30 km
178,2023-01-08 14:00:00,add_circle_outline,"11.0 °C
11 → 12.3",,0 mm/1h,"22 km/h

raf.40.7",83%,228 ,8.2 °C,997.6hPa,12 km
179,2023-01-08 13:00:00,add_circle_outline,"11.8 °C
10.2 → 11.9",,0 mm/1h,"25 km/h

raf.48.2",79%,314 ,8.3 °C,999.0hPa,19 km
180,2023-01-08 12:00:00,add_circle_outline,"10.4 °C
9.2 → 10.5",,0 mm/1h,"25 km/h

raf.37.1",81%,236 ,7.3 °C,1000.1hPa,35 km
181,2023-01-08 11:00:00,add_circle_outline,"9.2 °C
7.2 → 9.5",,0 mm/1h,"22 km/h

raf.31",87%,"6.1

144 ",7.1 °C,1001.0hPa,28 km
182,2023-01-08 10:00:00,add_circle_outline,"7.2 °C
6.4 → 7.2",,0 mm/1h,"18 km/h
raf.23.4",94%,"4

8 ",6.3 °C,1001.3hPa,19 km
183,2023-01-08 09:00:00,add_circle_outline,"6.6 °C
6.4 → 7.3",,0.4 mm/1h,"14 km/h

raf.37.4",94%,3.7,5.7 °C,1001.7hPa,19 km
184,2023-01-08 08:00:00,add_circle_outline,"6.4 °C
6 → 6.5",,0 mm/1h,"14 km/h
raf.23.4",94%,3.5,5.5 °C,1002.3hPa,19 km
185,2023-01-08 07:00:00,add_circle_outline,"6.3 °C
5.7 → 6.4",,0 mm/1h,"18 km/h
raf.24.1",93%,2.9,5.3 °C,1003.0hPa,30 km
186,2023-01-08 06:00:00,add_circle_outline,"5.6 °C
5.4 → 6.4",,0 mm/1h,"14 km/h
raf.18",96%,2.5,5 °C,1003.5hPa,35 km
187,2023-01-08 05:00:00,add_circle_outline,"6.4 °C
5.2 → 6.7",,0 mm/1h,"14 km/h
raf.20.2",93%,3.5,5.3 °C,1003.7hPa,40 km
188,2023-01-08 04:00:00,add_circle_outline,"5.7 °C
5.7 → 6.2",,0 mm/1h,"11 km/h
raf.17.6",95%,3.3,5 °C,1004.0hPa,35 km
189,2023-01-08 03:00:00,add_circle_outline,"5.9 °C
5.8 → 7.5",,0.4 mm/1h,"11 km/h

raf.37.8",95%,3.5,5.2 °C,1003.8hPa,55 km
190,2023-01-08 02:00:00,add_circle_outline,"7.4 °C
7.1 → 8",,1.4 mm/1h,"18 km/h

raf.44.6",94%,4.2,6.5 °C,1005.1hPa,2.8 km
191,2023-01-08 01:00:00,add_circle_outline,"7.9 °C
7.5 → 8.4",,0.8 mm/1h,"14 km/h

raf.42.1",89%,5.3,6.2 °C,1004.8hPa,40 km
192,2023-01-09 00:00:00,add_circle_outline,"5.9 °C
5.9 → 6.7",,0 mm/1h,"11 km/h
raf.22.7",86%,3.5,3.7 °C,1021.3hPa,29 km
193,2023-01-09 23:00:00,add_circle_outline,"6.7 °C
5.6 → 6.9",,0 mm/1h,"14 km/h
raf.24.8",81%,3.9,3.7 °C,1021.0hPa,30 km
194,2023-01-09 22:00:00,add_circle_outline,"5.7 °C
5.6 → 6.2",,0 mm/1h,"11 km/h
raf.22.3",85%,3.3,3.4 °C,1020.7hPa,35 km
195,2023-01-09 21:00:00,add_circle_outline,"6.2 °C
5.9 → 6.5",,0 mm/1h,"18 km/h
raf.27",82%,2.8,3.4 °C,1020.0hPa,40 km
196,2023-01-09 20:00:00,add_circle_outline,"6.1 °C
6.1 → 6.9",,0 mm/1h,"11 km/h
raf.23.4",81%,3.8,3.1 °C,1019.6hPa,40 km
197,2023-01-09 19:00:00,add_circle_outline,"6.9 °C
6.6 → 7.1",,0 mm/1h,"18 km/h

raf.35.6",76%,3.6,3 °C,1018.4hPa,55 km
198,2023-01-09 18:00:00,add_circle_outline,"6.7 °C
6.7 → 7.8",,0 mm/1h,"11 km/h
raf.28.1",79%,"4.5

3 ",3.3 °C,1017.6hPa,45 km
199,2023-01-09 17:00:00,add_circle_outline,"7.8 °C
7.8 → 9.6",,0 mm/1h,"25 km/h

raf.57.6",71%,"4

69 ",2.9 °C,1016.5hPa,50 km
200,2023-01-09 16:00:00,add_circle_outline,"9.7 °C
9.3 → 9.8",,0 mm/1h,"25 km/h

raf.48.6",66%,"6.4

183 ",3.6 °C,1014.8hPa,19 km
201,2023-01-09 15:00:00,add_circle_outline,"9.4 °C
7 → 9.4",,0 mm/1h,"11 km/h

raf.33.8",84%,"7.7

197 ",6.8 °C,1013.9hPa,26 km
202,2023-01-09 14:00:00,add_circle_outline,"6.9 °C
6.2 → 10.7",,1.8 mm/1h,"25 km/h

raf.56.5",85%,"2.9

133 ",4.6 °C,1013.2hPa,19 km
203,2023-01-09 13:00:00,add_circle_outline,"9.8 °C
9.1 → 10.3",,0 mm/1h,"32 km/h

raf.51.8",71%,"6

308 ",4.8 °C,1011.9hPa,27 km
204,2023-01-09 12:00:00,add_circle_outline,"9.1 °C
7.7 → 9.1",,0 mm/1h,"25 km/h

raf.51.8",74%,"5.7

231 ",4.7 °C,1011.2hPa,13 km
205,2023-01-09 11:00:00,add_circle_outline,"7.9 °C
6.2 → 7.9",,0 mm/1h,"25 km/h

raf.42.8",77%,"4.1

164 ",4.1 °C,1010.7hPa,23 km
206,2023-01-09 10:00:00,add_circle_outline,"6.2 °C
5.4 → 6.2",,0 mm/1h,"18 km/h

raf.39.2",79%,"2.8

39 ",2.8 °C,1009.3hPa,24 km
207,2023-01-09 09:00:00,add_circle_outline,"5.5 °C
5.2 → 6",,0 mm/1h,"18 km/h

raf.36.4",79%,1.9,2.1 °C,1008.3hPa,55 km
208,2023-01-09 08:00:00,add_circle_outline,"5.5 °C
5.2 → 5.8",,0 mm/1h,"14 km/h
raf.28.8",82%,2.4,2.7 °C,1007.2hPa,50 km
209,2023-01-09 07:00:00,add_circle_outline,"5.8 °C
5.7 → 6.3",,0 mm/1h,"14 km/h

raf.40.3",82%,2.8,3 °C,1006.1hPa,50 km
210,2023-01-09 06:00:00,add_circle_outline,"6.3 °C
6.3 → 6.9",,0 mm/1h,"22 km/h

raf.40.3",79%,2.5,2.9 °C,1005.3hPa,55 km
211,2023-01-09 05:00:00,add_circle_outline,"6.5 °C
6.1 → 6.5",,0 mm/1h,"18 km/h
raf.28.8",81%,3.1,3.5 °C,1004.7hPa,45 km
212,2023-01-09 04:00:00,add_circle_outline,"6.4 °C
6.4 → 7.4",,0 mm/1h,"14 km/h

raf.43.6",85%,3.5,4.1 °C,1004.3hPa,50 km
213,2023-01-09 03:00:00,add_circle_outline,"7.3 °C
6.8 → 7.8",,0 mm/1h,"25 km/h

raf.51.1",80%,3.4,4.1 °C,1003.3hPa,55 km
214,2023-01-09 02:00:00,add_circle_outline,"7.7 °C
7.7 → 8.3",,0 mm/1h,"29 km/h

raf.50.4",81%,3.6,4.6 °C,1002.6hPa,50 km
215,2023-01-09 01:00:00,add_circle_outline,"8.4 °C
7.6 → 8.5",,0.2 mm/1h,"29 km/h

raf.54",79%,4.5,5 °C,1002.1hPa,35 km
216,2023-01-10 00:00:00,add_circle_outline,"13 °C
12.7 → 13",,0.4 mm/1h,"18 km/h

raf.44.3",95%,,12.2 °C,1012.6hPa,9 km
217,2023-01-10 23:00:00,add_circle_outline,"12.7 °C
12.7 → 12.7",,1 mm/1h,"22 km/h

raf.45.7",96%,,12.1 °C,1012.8hPa,6 km
218,2023-01-10 22:00:00,add_circle_outline,"12.7 °C
12.6 → 12.8",,0.6 mm/1h,"29 km/h

raf.50.4",95%,,11.9 °C,1013.2hPa,3.5 km
219,2023-01-10 21:00:00,add_circle_outline,"12.7 °C
12.7 → 13.1",,0 mm/1h,"29 km/h

raf.61.2",94%,,11.8 °C,1013.5hPa,4.6 km
220,2023-01-10 20:00:00,add_circle_outline,"13.2 °C
13 → 13.4",,0 mm/1h,"29 km/h

raf.54",89%,,11.4 °C,1014.1hPa,7 km
221,2023-01-10 19:00:00,add_circle_outline,"13.1 °C
12.9 → 13.3",,0 mm/1h,"29 km/h

raf.54",87%,,11 °C,1014.2hPa,17 km
222,2023-01-10 18:00:00,add_circle_outline,"13.1 °C
13 → 13.3",,0 mm/1h,"29 km/h

raf.47.9",89%,,11.3 °C,1014.7hPa,18 km
223,2023-01-10 17:00:00,add_circle_outline,"13.3 °C
13.2 → 13.5",,0 mm/1h,"22 km/h

raf.45.4",87%,42 ,11.2 °C,1014.7hPa,45 km
224,2023-01-10 16:00:00,add_circle_outline,"13.4 °C
13.4 → 14",,0 mm/1h,"25 km/h

raf.51.5",87%,50 ,11.3 °C,1015.3hPa,11 km
225,2023-01-10 15:00:00,add_circle_outline,"14.0 °C
13.7 → 14.1",,0 mm/1h,"25 km/h

raf.47.9",82%,75 ,11 °C,1015.9hPa,19 km
226,2023-01-10 14:00:00,add_circle_outline,"13.7 °C
13.5 → 13.9",,0 mm/1h,"22 km/h

raf.40",86%,94 ,11.4 °C,1016.4hPa,17 km
227,2023-01-10 13:00:00,add_circle_outline,"13.5 °C
12.9 → 13.5",,0.2 mm/1h,"22 km/h

raf.39.6",91%,97 ,12.1 °C,1016.9hPa,13 km
228,2023-01-10 12:00:00,add_circle_outline,"12.9 °C
11.6 → 12.9",,0 mm/1h,"18 km/h

raf.31.3",95%,50 ,12.1 °C,1017.9hPa,10 km
229,2023-01-10 11:00:00,add_circle_outline,"11.5 °C
10.2 → 11.5",,0 mm/1h,"18 km/h

raf.30.6",98%,25 ,11.2 °C,1017.8hPa,9 km
230,2023-01-10 10:00:00,add_circle_outline,"10.2 °C
9.1 → 10.2",,0 mm/1h,"22 km/h

raf.34.6",98%,3 ,9.9 °C,1017.9hPa,30 km
231,2023-01-10 09:00:00,add_circle_outline,"9.1 °C
8.5 → 9.1",,0.2 mm/1h,"22 km/h

raf.38.5",98%,6,8.8 °C,1018.4hPa,7 km
232,2023-01-10 08:00:00,add_circle_outline,"8.4 °C
7.8 → 8.4",,0.2 mm/1h,"22 km/h

raf.32.8",98%,5.1,8.1 °C,1018.5hPa,3.6 km
233,2023-01-10 07:00:00,add_circle_outline,"7.8 °C
7.5 → 7.8",,0.2 mm/1h,"14 km/h
raf.25.2",98%,5.2,7.5 °C,1019.3hPa,2.8 km
234,2023-01-10 06:00:00,add_circle_outline,"7.5 °C
7.2 → 7.5",,0.2 mm/1h,"14 km/h
raf.23.4",97%,4.8,7.1 °C,1019.9hPa,2.6 km
235,2023-01-10 05:00:00,add_circle_outline,"7.1 °C
6.9 → 7.1",,1 mm/1h,"14 km/h
raf.22.3",96%,4.4,6.5 °C,1021.1hPa,9 km
236,2023-01-10 04:00:00,add_circle_outline,"7.0 °C
6.9 → 7",,0.8 mm/1h,"14 km/h
raf.24.1",93%,4.2,5.9 °C,1021.4hPa,8 km
237,2023-01-10 03:00:00,add_circle_outline,"6.9 °C
6.6 → 6.9",,0 mm/1h,"14 km/h
raf.21.6",87%,4.1,4.9 °C,1021.4hPa,18 km
238,2023-01-10 02:00:00,add_circle_outline,"6.9 °C
5.9 → 6.9",,0 mm/1h,"14 km/h
raf.20.5",85%,4.1,4.6 °C,1021.4hPa,30 km
239,2023-01-10 01:00:00,add_circle_outline,"5.9 °C
5.8 → 6.1",,0 mm/1h,"11 km/h
raf.15.8",88%,3.5,4.1 °C,1021.5hPa,30 km
240,2023-01-11 00:00:00,add_circle_outline,"11.1 °C
10.6 → 11.1",,0 mm/1h,"22 km/h

raf.40.3",82%,,8.1 °C,1021.2hPa,17 km
241,2023-01-11 23:00:00,add_circle_outline,"10.7 °C
10.3 → 10.7",,0 mm/1h,"22 km/h

raf.34.2",83%,,7.9 °C,1021.4hPa,19 km
242,2023-01-11 22:00:00,add_circle_outline,"10.5 °C
10.2 → 10.6",,0 mm/1h,"18 km/h

raf.36.4",82%,,7.6 °C,1021.4hPa,30 km
243,2023-01-11 21:00:00,add_circle_outline,"10.6 °C
10.6 → 10.9",,0 mm/1h,"22 km/h

raf.40.3",81%,,7.5 °C,1021.7hPa,18 km
244,2023-01-11 20:00:00,add_circle_outline,"10.9 °C
10.8 → 11.1",,0 mm/1h,"22 km/h

raf.35.6",79%,,7.4 °C,1022.1hPa,19 km
245,2023-01-11 19:00:00,add_circle_outline,"11.1 °C
11 → 11.3",,0 mm/1h,"18 km/h

raf.50.4",77%,,7.2 °C,1022.2hPa,19 km
246,2023-01-11 18:00:00,add_circle_outline,"11.0 °C
11 → 11.3",,0 mm/1h,"18 km/h

raf.37.1",74%,,6.5 °C,1021.6hPa,30 km
247,2023-01-11 17:00:00,add_circle_outline,"11.2 °C
11.2 → 11.7",,0 mm/1h,"18 km/h

raf.33.1",74%,42 ,6.7 °C,1021.2hPa,19 km
248,2023-01-11 16:00:00,add_circle_outline,"11.6 °C
11.6 → 12.4",,0 mm/1h,"11 km/h

raf.37.1",71%,114 ,6.5 °C,1021.3hPa,40 km
249,2023-01-11 15:00:00,add_circle_outline,"12.4 °C
12.1 → 12.9",,0 mm/1h,"25 km/h

raf.45.4",65%,236 ,6 °C,1021.1hPa,15 km
250,2023-01-11 14:00:00,add_circle_outline,"12.4 °C
11.9 → 12.9",,0 mm/1h,"29 km/h

raf.45.7",69%,306 ,6.9 °C,1021.4hPa,16 km
251,2023-01-11 13:00:00,add_circle_outline,"11.9 °C
11.4 → 12.1",,0 mm/1h,"25 km/h

raf.43.2",73%,275 ,7.2 °C,1021.5hPa,18 km
252,2023-01-11 12:00:00,add_circle_outline,"11.5 °C
10.1 → 11.5",,0 mm/1h,"18 km/h

raf.35.6",79%,242 ,8 °C,1021.5hPa,18 km
253,2023-01-11 11:00:00,add_circle_outline,"10.1 °C
8.6 → 10.1",,0 mm/1h,"18 km/h

raf.30.2",82%,147 ,7.2 °C,1020.8hPa,18 km
254,2023-01-11 10:00:00,add_circle_outline,"8.6 °C
7.9 → 8.6",,0 mm/1h,"14 km/h
raf.22.7",89%,"6.2

28 ",6.9 °C,1020.2hPa,16 km
255,2023-01-11 09:00:00,add_circle_outline,"8.2 °C
8.2 → 8.6",,0 mm/1h,"11 km/h
raf.23.4",91%,6.3,6.8 °C,1019.4hPa,15 km
256,2023-01-11 08:00:00,add_circle_outline,"8.4 °C
8.2 → 8.7",,0 mm/1h,"14 km/h
raf.18.7",93%,5.9,7.3 °C,1018.7hPa,15 km
257,2023-01-11 07:00:00,add_circle_outline,"8.8 °C
8.8 → 9.7",,0 mm/1h,"11 km/h
raf.25.9",89%,7,7.1 °C,1017.5hPa,19 km
258,2023-01-11 06:00:00,add_circle_outline,"9.7 °C
9.4 → 10.5",,0 mm/1h,"14 km/h
raf.25.9",91%,7.5,8.3 °C,1016.4hPa,19 km
259,2023-01-11 05:00:00,add_circle_outline,"10.4 °C
10.3 → 11.3",,0 mm/1h,"14 km/h
raf.29.9",87%,,8.3 °C,1015.8hPa,35 km
260,2023-01-11 04:00:00,add_circle_outline,"11.1 °C
11.1 → 12",,0 mm/1h,"18 km/h
raf.29.9",88%,,9.2 °C,1015.5hPa,35 km
261,2023-01-11 03:00:00,add_circle_outline,"12.0 °C
12 → 12.9",,0 mm/1h,"18 km/h

raf.34.6",86%,,9.7 °C,1014.4hPa,40 km
262,2023-01-11 02:00:00,add_circle_outline,"12.9 °C
12.9 → 13",,0.4 mm/1h,"18 km/h
raf.29.5",94%,,12 °C,1013.3hPa,55 km
263,2023-01-11 01:00:00,add_circle_outline,"13.0 °C
12.9 → 13.2",,0 mm/1h,"18 km/h

raf.35.3",95%,,12.2 °C,1012.8hPa,17 km
264,2023-01-12 00:00:00,add_circle_outline,"10.5 °C
10.5 → 11.6",,0 mm/1h,"14 km/h
raf.26.3",88%,,8.6 °C,1014.4hPa,55 km
265,2023-01-12 23:00:00,add_circle_outline,"11.7 °C
11.7 → 12",,0 mm/1h,"18 km/h
raf.28.4",91%,,10.3 °C,1014.1hPa,60 km
266,2023-01-12 22:00:00,add_circle_outline,"11.8 °C
11.8 → 11.9",,0.2 mm/1h,"18 km/h

raf.33.8",95%,,11 °C,1013.8hPa,8 km
267,2023-01-12 21:00:00,add_circle_outline,"11.9 °C
11.7 → 11.9",,0 mm/1h,"22 km/h

raf.35.6",93%,,10.8 °C,1013.8hPa,55 km
268,2023-01-12 20:00:00,add_circle_outline,"11.7 °C
11.3 → 11.7",,0 mm/1h,"22 km/h

raf.38.2",93%,,10.6 °C,"1014.0hPa

=",17 km
269,2023-01-12 19:00:00,add_circle_outline,"11.3 °C
11.3 → 11.7",,0 mm/1h,"18 km/h

raf.48.6",95%,,10.5 °C,1013.9hPa,6 km
270,2023-01-12 18:00:00,add_circle_outline,"11.7 °C
11.7 → 12.1",,0 mm/1h,"25 km/h

raf.47.2",89%,,9.9 °C,1014.2hPa,10 km
271,2023-01-12 17:00:00,add_circle_outline,"12.0 °C
11.8 → 12.1",,0 mm/1h,"25 km/h

raf.48.6",85%,17 ,9.6 °C,1014.0hPa,35 km
272,2023-01-12 16:00:00,add_circle_outline,"11.8 °C
11.6 → 12",,0.4 mm/1h,"25 km/h

raf.41",90%,39 ,10.2 °C,1014.3hPa,16 km
273,2023-01-12 15:00:00,add_circle_outline,"11.8 °C
11.7 → 12",,0.4 mm/1h,"25 km/h

raf.46.8",90%,50 ,10.2 °C,1014.8hPa,5 km
274,2023-01-12 14:00:00,add_circle_outline,"11.8 °C
11.8 → 12.7",,0 mm/1h,"25 km/h

raf.51.5",90%,97 ,10.2 °C,1015.5hPa,6 km
275,2023-01-12 13:00:00,add_circle_outline,"12.7 °C
12.1 → 12.7",,0 mm/1h,"29 km/h

raf.60.1",81%,128 ,9.5 °C,1016.2hPa,18 km
276,2023-01-12 12:00:00,add_circle_outline,"12.2 °C
11.4 → 12.2",,0 mm/1h,"25 km/h

raf.49.3",85%,67 ,9.8 °C,1017.1hPa,15 km
277,2023-01-12 11:00:00,add_circle_outline,"11.4 °C
11.3 → 11.5",,0 mm/1h,"22 km/h

raf.48.6",91%,53 ,10 °C,1017.6hPa,11 km
278,2023-01-12 10:00:00,add_circle_outline,"11.3 °C
10.8 → 11.3",,0.2 mm/1h,"25 km/h

raf.42.1",89%,19 ,9.6 °C,1017.4hPa,17 km
279,2023-01-12 09:00:00,add_circle_outline,"10.9 °C
10.9 → 11.5",,0 mm/1h,"22 km/h

raf.46.8",92%,,9.7 °C,1017.7hPa,7 km
280,2023-01-12 08:00:00,add_circle_outline,"11.1 °C
11.1 → 11.7",,0 mm/1h,"18 km/h

raf.41.8",87%,,9 °C,1017.9hPa,35 km
281,2023-01-12 07:00:00,add_circle_outline,"11.6 °C
11.3 → 11.6",,0 mm/1h,"22 km/h

raf.43.2",84%,,9 °C,1017.9hPa,19 km
282,2023-01-12 06:00:00,add_circle_outline,"11.3 °C
11.3 → 11.5",,0 mm/1h,"25 km/h

raf.45",86%,,9 °C,1018.3hPa,35 km
283,2023-01-12 05:00:00,add_circle_outline,"11.3 °C
11.1 → 11.3",,0 mm/1h,"22 km/h

raf.46.1",85%,,8.9 °C,1018.9hPa,19 km
284,2023-01-12 04:00:00,add_circle_outline,"11.3 °C
11.1 → 11.7",,0 mm/1h,"29 km/h

raf.51.1",84%,,8.7 °C,1019.3hPa,35 km
285,2023-01-12 03:00:00,add_circle_outline,"11.7 °C
11.4 → 11.7",,0 mm/1h,"29 km/h

raf.51.1",79%,,8.2 °C,1019.2hPa,19 km
286,2023-01-12 02:00:00,add_circle_outline,"11.5 °C
11.1 → 11.5",,0 mm/1h,"25 km/h

raf.47.5",78%,,7.8 °C,1019.7hPa,17 km
287,2023-01-12 01:00:00,add_circle_outline,"11.0 °C
10.9 → 11.2",,0 mm/1h,"22 km/h

raf.39.2",82%,,8 °C,1020.4hPa,16 km
288,2023-01-13 00:00:00,add_circle_outline,"10.4 °C
10.4 → 10.6",,0 mm/1h,"18 km/h

raf.33.5",91%,,9 °C,1020.1hPa,15 km
289,2023-01-13 23:00:00,add_circle_outline,"10.6 °C
10.6 → 10.8",,0 mm/1h,"18 km/h
raf.28.8",90%,,9 °C,1020.7hPa,18 km
290,2023-01-13 22:00:00,add_circle_outline,"10.7 °C
10.3 → 10.8",,0 mm/1h,"14 km/h

raf.31",92%,,9.5 °C,1021.4hPa,12 km
291,2023-01-13 21:00:00,add_circle_outline,"10.2 °C
10 → 10.2",,0 mm/1h,"11 km/h
raf.22",94%,,9.3 °C,1021.2hPa,35 km
292,2023-01-13 20:00:00,add_circle_outline,"10.1 °C
10.1 → 10.3",,0 mm/1h,"14 km/h
raf.22.3",93%,,9 °C,1021.4hPa,4 km
293,2023-01-13 19:00:00,add_circle_outline,"10.1 °C
10.1 → 10.4",,0 mm/1h,"11 km/h
raf.19.1",89%,,8.4 °C,1021.8hPa,35 km
294,2023-01-13 18:00:00,add_circle_outline,"10.4 °C
10.4 → 11.3",,0 mm/1h,"14 km/h
raf.28.4",84%,6 ,7.8 °C,1021.9hPa,35 km
295,2023-01-13 17:00:00,add_circle_outline,"11.4 °C
11.4 → 11.6",,0 mm/1h,"14 km/h

raf.34.2",74%,61 ,6.9 °C,1021.5hPa,40 km
296,2023-01-13 16:00:00,add_circle_outline,"11.5 °C
11.4 → 11.7",,0 mm/1h,"14 km/h

raf.35.6",71%,142 ,6.4 °C,"1021.2hPa

=",19 km
297,2023-01-13 15:00:00,add_circle_outline,"11.4 °C
11.3 → 12.1",,0 mm/1h,"22 km/h

raf.38.5",67%,214 ,5.5 °C,1021.3hPa,19 km
298,2023-01-13 14:00:00,add_circle_outline,"11.7 °C
11.4 → 12",,0 mm/1h,"25 km/h

raf.42.1",65%,278 ,5.3 °C,1021.4hPa,13 km
299,2023-01-13 13:00:00,add_circle_outline,"11.7 °C
10.8 → 11.8",,0 mm/1h,"22 km/h

raf.38.2",69%,306 ,6.2 °C,1021.2hPa,17 km
300,2023-01-13 12:00:00,add_circle_outline,"10.9 °C
9.1 → 10.9",,0 mm/1h,"14 km/h

raf.40",75%,214 ,6.6 °C,1021.2hPa,17 km
301,2023-01-13 11:00:00,add_circle_outline,"9.1 °C
8.7 → 9.2",,0 mm/1h,"14 km/h
raf.25.6",80%,"6.8

67 ",5.8 °C,1020.8hPa,17 km
302,2023-01-13 10:00:00,add_circle_outline,"8.8 °C
7.5 → 8.8",,0 mm/1h,"14 km/h
raf.27",80%,"6.4

42 ",5.5 °C,1019.8hPa,19 km
303,2023-01-13 09:00:00,add_circle_outline,"7.6 °C
7.6 → 8.3",,0 mm/1h,"14 km/h
raf.24.8",85%,5,5.2 °C,1018.6hPa,30 km
304,2023-01-13 08:00:00,add_circle_outline,"8.2 °C
8.2 → 9",,0 mm/1h,"14 km/h

raf.34.2",80%,5.7,5 °C,1017.9hPa,35 km
305,2023-01-13 07:00:00,add_circle_outline,"9.0 °C
8.9 → 9.6",,0 mm/1h,"18 km/h

raf.34.6",80%,6.2,5.7 °C,1017.2hPa,35 km
306,2023-01-13 06:00:00,add_circle_outline,"9.5 °C
9.1 → 9.5",,0 mm/1h,"22 km/h

raf.34.2",82%,6.5,6.6 °C,1016.4hPa,30 km
307,2023-01-13 05:00:00,add_circle_outline,"9.4 °C
9.2 → 9.6",,0 mm/1h,"18 km/h

raf.39.6",85%,6.7,7 °C,1016.3hPa,19 km
308,2023-01-13 04:00:00,add_circle_outline,"9.1 °C
9.1 → 9.7",,0 mm/1h,"18 km/h

raf.34.9",85%,6.4,6.7 °C,1015.9hPa,35 km
309,2023-01-13 03:00:00,add_circle_outline,"9.6 °C
9.6 → 10.4",,0 mm/1h,"22 km/h

raf.47.2",82%,6.6,6.7 °C,1015.2hPa,40 km
310,2023-01-13 02:00:00,add_circle_outline,"10.4 °C
10.1 → 10.4",,0 mm/1h,"18 km/h

raf.31.7",85%,,8 °C,1014.9hPa,35 km
